id,name,style
317721,Rees Greenwood,1
107846,Kevin Stewart,1
105171,Jamaal Lascelles,1
77114,Timm Klose,1
288795,Rob Holding,1
122980,Arthur Masuaku,1
86454,Jeff Hendrick,1
19155,Steven Defour,1
44031,Fabio,1
90810,Bruno Martins Indi,1
29545,Steve Mandanda,1
90000,Roberto Pereyra,1
93309,James Husband,1
109117,Terence Kongolo,1
81523,Mat Ryan,1
23957,Bruno,1
34052,Vicente Iborra,1
238916,Mikel Merino,1
100008,Victor Lindelöf,1
121774,Ederson,1
105962,Benjamin Mendy,1
136741,Bernardo Silva,1
32598,Adrien Silva,1
78152,Marvin Zeegelaar,1
108638,Will Hughes,1
67424,Grzegorz Krychowiak,1
83683,Serge Aurier,1
11668,Paddy McCarthy,2
8698,Matthew Gilks,2
6013,Ross Wallace,2
140647,Cameron Dummigan,2
4056,Fernando Torres,2
111012,Tom Hopper,2
7613,Gary Taylor-Fletcher,2
11774,Brad Jones,2
85692,Saphir Taïder,2
130330,Lloyd Isgrove,2
28725,Jos Hooiveld,2
68651,Ben Amos,2
42862,Shinji Kagawa,2
134642,Reece James,2
235836,Josh Sheehan,2
5487,Gerhard Tremmel,2
9191,Brian Murphy,2
3184,Thomas Sørensen,2
12021,Karim El Ahmadi,2
1034,Shay Given,2
3116,Darren Bent,2
105880,Liam O'Neil,2
89592,Charalampos Mavrias,2
142088,Diego Poyet,2
2366,Jussi Jääskeläinen,2
3426,Brad Friedel,2
3217,Steven Reid,2
2703,Shaun Wright-Phillips,2
43420,Yannick Sagbo,2
34909,Emmanuel Mayuka,2
11718,Kevin Doyle,2
243254,Andreas Pereira,2
10620,Anders Lindegaard,2
136460,Adam Armstrong,2
101139,Adam Smith,2
19270,Michel Vorm,2
23695,Luke Daniels,2
24957,Sebastián Blanco,2
18214,Abou Diaby,2
105591,Suso,2
107945,Tom Thorpe,2
136777,Jason McCarthy,2
245569,Liam Shephard,2
73844,Dionatan Teixeira,2
125293,Facundo Ferreyra,2
4683,Andrew Johnson,2
136463,Ryan Ledson,2
122132,Sebastian Lletget,2
110731,Marnick Vermijl,2
128944,Cristian Ceballos,2
143989,Dominic Ball,2
26189,Cabral,2
83392,Daniel Lafferty,2
112919,Steven Hewitt,2
123134,Remie Streete,2
138768,Callum Robinson,2
248087,Rory Watson,2
136772,Lewis Baker,2
6733,Jerome Thomas,2
44642,Davide Santon,2
41095,Haris Vuckic,2
136466,Freddie Woodman,2
149103,Lubomir Satka,2
247815,Semi Ajayi,2
31549,Wilson Palacios,2
123169,Elliot Lee,2
255959,Russell Griffiths,2
3852,Mark Schwarzer,2
254558,Oliver Shenton,2
33988,Chris Herd,2
146392,Liam Agnew,2
128573,Mikael Mandron,2
141437,Jordan Rossiter,2
99165,Danny Ward,2
244228,M.J. Williams,2
71264,David Cornell,2
254550,Matt Macey,2
82973,Conor McAleny,2
256849,Riccardo Calder,2
256844,Thierry Ambrose,2
122294,Chuba Akpom,2
256847,Ryan Seager,2
256848,Dominic Gape,2
135732,Hiram Boateng,2
255089,Angeliño,2
110378,Adil Nabi,2
92,Shola Ameobi,2
260780,Jack Rose,2
273292,Josh Cullen,2
270341,Brandon Comley,2
263133,Jake Gray,2
255778,Mitchell Beeney,2
274630,Jerome Sinclair,2
270520,Lewis Kinsella,2
273293,Rushian Hepburn-Murphy,2
276612,Aaron Mitchell,2
78193,Fredrik Ulvestad,2
138027,Sam Gallagher,2
274906,Olivier Kemen,2
276986,Jamie Sterry,2
108479,Jamal Blackman,2
280770,Alex Palmer,2
280771,Tyler Roberts,2
273291,Manny Onariase,2
278841,Raheem Hanley,2
280766,Jeremie Boga,2
260779,Reece Oxford,2
280768,Kenji Gorré,2
123718,Frankie Sutherland,2
136455,Josh Onomah,2
140861,Michael Petrasso,2
12541,Andy Wilkinson,2
261192,Jake Flannigan,2
13797,Adam Federici,2
23321,Yann Kermorgant,2
66296,Franck Tabanou,2
26236,Kristoffer Nordfeldt,2
17876,Rene Gilmartin,2
23150,Daniel Pudil,2
67837,Gabriele Angella,2
84129,Matej Vydra,2
73921,Adam Matthews,2
33831,Sergio Romero,2
105603,Sam Johnstone,2
83080,Juanmi,2
17885,Gary Hooper,2
69179,Adam Bogdan,2
134073,Jonny Maddison,2
317507,Fikayo Tomori,2
23158,Alexandre Pato,2
261194,Tony Andreu,2
317718,Jordan Holmes,2
317879,Corey Jordan,2
260451,Sullay Kaikai,2
298599,Jakob Haugaard,2
84796,Raphael Spiegel,2
317720,Josh Vickers,2
315290,Jonathan Leko,2
105974,Tiago Ilori,2
300762,Cameron Humphreys-Grant,2
97452,Juan Iturbe,2
277239,Jeff Reine-Adelaide,2
136347,Tokelo Rantie,2
134240,Ivan Toney,2
243551,Obbi Oularé,2
66957,Giedrius Arlauskis,2
22618,Sylvain Marveaux,2
6022,Marco Amelia,2
30310,Alessandro Diamanti,2
140889,Baily Cargill,2
17877,Shaun MacDonald,2
74586,Ryan Allsop,2
301485,Stephen Hendrie,2
136474,Daniel Barlaser,2
303108,Callum Williams,2
27909,Seydou Doumbia,2
303109,Liam Gibson,2
301771,James Horsfield,2
301479,Ryan Fulton,2
13841,Kyle Lafferty,2
303019,Jindrich Stanek,2
142352,João Teixeira,2
74805,Víctor Ibarbo,2
301730,Djair Parfitt-Williams,2
300771,Matt Butcher,2
301775,Tom Beadling,2
301729,Connor Dymond,2
297148,Brandon Barker,2
119501,Serge Gnabry,2
136462,Patrick Roberts,2
303107,Keinan Davis,2
302965,Niall Mason,2
68658,Joe Bennett,2
302386,James Weir,2
295950,Manu García,2
300300,Sean Goss,2
303387,Marcus Browne,2
1124,Richard Wright,2
141468,Daniel Bachmann,2
315291,Moha,2
44611,Rhoys Wiggins,2
23442,Fernando Forestieri,2
294850,Joseph Dodoo,2
294851,Martin Samuelsen,2
294852,Kyle Knoyle,2
294848,Pablo Maffeo,2
101373,Tommie Hoban,2
37344,Ricky van Wolfswinkel,2
9070,Lloyd Dyer,2
121297,George Evans,2
297249,Luke Croll,2
312919,Jake Clarke-Salter,2
303542,Joe Riley,2
91780,Doneil Henry,2
312846,George Dobson,2
312920,Olufela Olomola,2
315542,Charlie Colkett,2
315543,Ola Aina,2
316536,Luke Dreher,2
260784,Joe Rothwell,2
2856,Alexander Manninger,2
244779,Marko Grujic,2
3874,Paul Robinson,2
134668,Tendayi Darikwa,2
141931,Freddie Ladapo,2
297165,Keshi Anderson,2
319889,Kane Wilson,2
301029,Cameron Carter-Vickers,2
288783,Greg Luer,2
322594,Greg Olley,2
322595,Josh Clackstone,2
31101,Dusan Kuciak,2
295603,Bartosz Kapustka,2
322652,Joel Asoro,2
8806,Alex Baptiste,2
33704,Jordan Rhodes,2
8572,Dimitrios Konstantopoulos,2
255962,Joe Williams,2
329677,Mateusz Hewelt,2
275887,Daniel Agyei,2
331582,Domingos Quina,2
338500,Daniel Kemp,2
336236,Moses Makasi,2
325156,Josh Maja,2
332326,Elliot Embleton,2
338495,Daniel Batty,2
320639,Filip Lesniak,2
316858,Aaron Ramsdale,2
296870,Sam Surridge,2
312584,Joel Pereira,2
335593,Matty Willock,2
338499,Zachary Dearnley,2
295133,Kieran O'Hara,2
2809,Stuart Taylor,2
331089,Andrew Eleftheriou,2
335753,Dion Pereira,2
318896,Angus Gunn,2
333044,Harry Wilson,2
330818,Ben Woodburn,2
294516,Josh Robson,2
136396,Julien de Sart,2
251136,Luke McGee,2
323564,Julien Ngoy,2
323442,Ben Hinchcliffe,2
259134,Max Stryjek,2
101135,Adam Reach,2
83601,Mika,2
327852,Ovie Ejaria,2
333888,Ben Wynter,2
302313,Daniel James,2
329842,Thibaud Verlinden,2
332124,Ethan Robson,2
329820,Harry Lewis,2
332416,Michael Folivi,2
332418,Michael Ledger,2
284123,Alex Pike,2
331515,Michael Phillips,2
331923,Noor Husin,2
136464,Tosin Adarabioyo,2
332836,Joel Taylor,2
332412,Carl Stewart,2
332410,Charlie Rowan,2
288989,Dael Fry,2
331928,Rekeem Harper,2
116615,Mouez Hassen,2
145427,Pau López,2
34098,Eduardo,2
338118,Elliott Moore,2
338119,Samuel Shashoua,2
336285,Rhian Brewster,2
336237,Nathan Holland,2
104035,Michael Hefele,2
135179,Joel Coleman,2
134258,Connor Goldson,2
302862,Jack Simpson,2
322418,Ethan Ampadu,2
40767,Diego Cavalieri,2
302312,Joe Rodon,2
344380,Harry Souttar,2
347340,Lukas Nmecha,2
21814,Adam Legzdins,2
138445,George Thomas,2
331382,Harvey Barnes,2
345845,Eddie Nketiah,2
347048,Jordi Osei-Tutu,2
299490,Dodi Lukebakio,2
249848,Dion Henry,2
339499,Jaroslaw Jach,2
131030,Erdal Rakip,2
19494,Sam Baldock,2
14179,Uwe Hünemeier,2
345846,Dujon Sterling,2
303172,Charly Musonda,2
342565,Kyle Scott,2
343270,Jason Eyenga Lokilo,2
344324,Jayson Molumby,2
122554,Nahki Wells,2
135773,Connor Mahoney,2
280060,Toni Martínez,2
330545,Sead Haksabanovic,2
351320,Kyle Taylor,2
139334,Jordan Hugill,2
353696,Nya Kirby,2
335107,Juan Foyth,2
353292,Trevoh Chalobah,2
90549,Jiri Skalak,2
35565,Niki Mäenpää,2
254128,Jon Gorenc Stankovic,2
353665,Tyrese Campbell,2
34171,Erwin Mulder,2
355373,James Daly,2
349891,Nathan Ferguson,2
349444,Max Melbourne,2
357426,Layton Ndukwu,2
357025,Sam Hughes,2
284122,Josh Pask,2
306943,Grady Diangana,2
349567,Kazaiah Sterling,2
349485,Nathan Trott,2
349750,Rayhaan Tulloch,2
357427,Dwight McNeil,2
349484,Ben Johnson,2
333025,Ali Gabr,2
355358,Rafael Camacho,2
302215,Conor Masterson,2
355354,Curtis Jones,2
328106,Alfie Whiteman,2
344695,Tashan Oakley-Boothe,2
351683,Kyle Jameson,2
351777,Joy Mukena,2
351355,Michael Obafemi,2
30051,Laurent Koscielny,3
25244,Alexis Sánchez,3
23072,Nacho Monreal,3
33404,Eden Hazard,3
8222,Leighton Baines,3
101374,John Stones,3
188,Gareth Barry,3
19840,Martin Skrtel,3
29106,Dejan Lovren,3
80767,Philippe Coutinho,3
17,Steven Gerrard,3
111212,Emre Can,3
19859,José Fonte,3
22846,Ryan Bertrand,3
69375,Nathaniel Clyne,3
71714,Victor Wanyama,3
9734,Steven Davis,3
71174,Ander Herrera,3
8408,Ashley Williams,3
40027,Jonjo Shelvey,3
10136,Vincent Kompany,3
13298,Samir Nasri,3
4511,James Milner,3
4835,Joey Barton,3
34876,Ahmed El Mohamady,3
8505,Glenn Whelan,3
27213,Fabian Delph,3
8247,Mark Noble,3
117973,Eric Dier,3
137521,Nabil Bentaleb,3
125211,Héctor Bellerín,3
18296,Antonio Valencia,3
12187,Mousa Dembélé,3
70033,Daley Blind,3
69933,Toby Alderweireld,3
69778,Kyle Walker,3
14058,Dimitri Payet,3
89998,Manuel Lanzini,3
24827,Charlie Daniels,3
9298,Simon Francis,3
13447,Andrew Surman,3
80464,Idrissa Gueye,3
4567,Bastian Schweinsteiger,3
9342,Alexander Tettey,3
90780,Oriol Romeu,3
33886,Yann M'Vila,3
95408,Virgil van Dijk,3
67807,Harry Arter,3
86458,Ben Gibson,3
27586,David Luiz,3
327683,Wilfred Ndidi,3
338496,Josh Harrop,3
135727,Alfie Mawson,3
116317,Abdoulaye Doucouré,3
77464,Ilkay Gündogan,3
318153,Aaron Mooy,3
82593,Jonathan Hogg,3
24238,Dale Stephens,3
104010,Antonio Rüdiger,3
83304,Yaya Sanogo,4
102248,Emiliano Martínez,4
29299,Fraizer Campbell,4
70100,Barry Bannan,4
14013,Lukas Jutkiewicz,4
9794,Michael Kightly,4
78478,Marvin Sordell,4
29832,Ben Hamer,4
81681,Joel Robles,4
8409,Rickie Lambert,4
8140,Kelvin Davis,4
13598,Dwight Tiendalli,4
235743,Rolando Aarons,4
83032,Dedryck Boyata,4
34749,Willy Caballero,4
23054,Loïc Remy,4
7987,Steve Harper,4
5554,Steve Sidwell,4
8462,Boaz Myhill,4
26298,Jozy Altidore,4
35847,William Buckley,4
10816,Danny Graham,4
12533,Joey O'Brien,4
11980,Ricardo Vaz Tê,4
3839,Carlton Cole,4
4408,Guy Demel,4
41004,Lewis Holtby,4
18275,Roberto Soldado,4
487,Joe Cole,4
32196,Siem de Jong,4
106185,Jonathan Williams,4
92331,Florin Gardos,4
6040,Lukas Podolski,4
35776,Cristian Gamboa,4
36745,David Ospina,4
20108,Marvin Emnes,4
107942,Ezekiel Fryers,4
38577,Alex McCarthy,4
29762,Oussama Assaidi,4
4921,Georgios Samaras,4
82965,Luke Garbutt,4
244564,José Pozo,4
123138,Tyias Browning,4
135724,Harrison Reed,4
92729,Nathaniel Chalobah,4
90211,Nick Powell,4
145271,James Wilson,4
8217,Matthew Jarvis,4
136459,Dominic Solanke,4
252285,Thomas Robson,4
255505,Jake Hesketh,4
140887,Tom Lawrence,4
75217,Andrej Kramaric,4
107940,Will Keane,4
127119,Isaiah Brown,4
278129,George Honeyman,4
74885,Callum McManaman,4
14195,Nenê,4
105708,Michael Doughty,4
270342,Reece Grego-Cox,4
104732,Paulo Gazzaniga,4
42915,Lee Chung-yong,4
138584,Matt Grimes,4
280767,Andre Green,4
280769,Cole Kpekawa,4
28969,Modibo Maiga,4
8798,Mark Bunn,4
43922,Éder,4
29574,Yohan Benalouane,4
70483,Karl Darlow,4
40380,Declan Rudd,4
109670,Patrick Bamford,4
289253,Kelechi Iheanacho,4
89794,Steven Berghuis,4
301101,Jordan Lyden,4
109807,Bertrand Traoré,4
316078,Callum Connolly,4
121849,Clinton N'Jie,4
317243,Sam Field,4
141414,Brad Smith,4
296522,Connor Randall,4
295964,Sergi Canos,4
115230,Kevin Mbabu,4
34949,Henri Saivet,4
300495,Bersant Celina,4
280663,Aleix García,4
15401,Gökhan Inler,4
19444,José Ángel Crespo,4
294849,Lynden Gooch,4
313672,Kyle Walker-Peters,4
97803,Michy Batshuayi,4
133381,Vincent Janssen,4
4616,Shaun Maloney,4
322596,Jarrod Bowen,4
93577,Ahmed Musa,4
67300,Ron-Robert Zieler,4
101862,Viktor Fischer,4
42248,Jérémy Pied,4
302206,Ashley Fletcher,4
134887,Georges-Kévin Nkoudou,4
296332,Lys Mousset,4
338498,Matt Worthington,4
30635,Martín Cáceres,4
74921,Manolo Gabbiadini,4
138695,Oliver McBurnie,4
69525,Luciano Narsingh,4
35371,Hal Robson-Kanu,4
332411,Brandon Mason,4
90278,Nampalys Mendy,4
133445,Jonathan Calleri,4
323097,Aiden O'Neill,4
145940,Isaac Success,4
135663,Lucas Pérez,4
69090,Markus Henriksen,4
326414,Jonathan Benteke,4
106872,Borja Bastón,4
330916,Josh Sims,4
299451,Ademola Lookman,4
350088,Callum Hudson-Odoi,4
141246,Jairo Riedewald,4
331254,Phil Foden,4
244303,Oliver Burke,4
347436,Beni Baningime,4
342563,Joe Willock,4
317541,Brahim Diaz,4
107622,Jürgen Locadia,4
333255,Abdelhamid Sabiri,4
18538,Jesús Gámez,4
231119,Emerson Hyndman,4
19114,Martin Cranie,4
108860,Davy Klaassen,4
135242,Sandro Ramírez,4
8176,Dean Whitehead,4
6410,Patrice Evra,4
25829,Jamie Murphy,4
43105,Joel Ward,5
12713,David Jones,5
11981,Gary Cahill,5
15338,Branislav Ivanovic,5
75138,Daniel Drinkwater,5
6105,Phil Jagielka,5
31281,James McCarthy,5
31826,Seamus Coleman,5
31451,Lucas Leiva,5
29575,Mamadou Sakho,5
29544,Morgan Schneiderlin,5
22847,Jack Cork,5
71345,Chris Smalling,5
81726,Phil Jones,5
3859,Wayne Rooney,5
25363,Juan Mata,5
31558,Neil Taylor,5
42916,Ki Sung-yueng,5
69867,Jack Colback,5
6042,Gaël Clichy,5
12267,Aleksandar Kolarov,5
8194,Tom Huddlestone,5
36849,Jake Livermore,5
115726,Andrew Robertson,5
24148,Erik Pieters,5
35958,Aly Cissokho,5
6434,Alan Hutton,5
68049,Aaron Cresswell,5
34131,Kyle Naughton,5
24711,Danny Rose,5
33590,Etienne Capoue,5
69956,Tom Cleverley,5
22079,Jonny Evans,5
44847,Federico Fernández,5
70050,Marcos Rojo,5
19396,Cheick Tioté,5
2115,Michael Carrick,5
92547,Ross Barkley,5
99487,Harry Maguire,5
68662,Steve Cook,5
69877,Adam Smith,5
134902,Jordan Amavi,5
12431,Christian Fuchs,5
131519,Dele Alli,5
33568,Georginio Wijnaldum,5
69945,Cédric Soares,5
12376,Yohan Cabaye,5
136451,Joseph Gomez,5
96182,Roberto Firmino,5
14085,Antonio Barragán,5
34822,George Friend,5
85070,Marten de Roon,5
70140,Adam Clayton,5
82972,Adam Forshaw,5
84008,Marcos Alonso,5
34123,Alfred N'Diaye,5
70493,Luka Milivojevic,5
11104,Álvaro Arbeloa,5
29026,Zanka,5
132360,Christopher Schindler,5
86441,Lewis Dunk,5
75692,Shane Duffy,5
77429,Davy Pröpper,5
80758,Florian Lejeune,5
110260,Sead Kolasinac,5
75919,Kiko Femenía,5
141172,Wesley Hoedt,5
4522,Santi Cazorla,6
26820,Aaron Ramsey,6
25931,César Azpilicueta,6
38128,Nemanja Matic,6
8040,Cesc Fàbregas,6
68659,Jordan Henderson,6
14053,Yaya Touré,6
14102,David Silva,6
19119,Fernandinho,6
39935,Steven N'Zonzi,6
69344,Christian Eriksen,6
13756,Mesut Özil,6
21778,Jan Vertonghen,6
114075,N'Golo Kanté,6
75691,Nicolás Otamendi,6
73084,Kevin De Bruyne,6
89401,Granit Xhaka,6
74341,Joel Matip,6
97752,Paul Pogba,6
80921,Shkodran Mustafi,6
122117,Aymeric Laporte,6
322655,Davinson Sánchez,6
11367,Mathieu Debuchy,7
24444,Olivier Giroud,7
44687,Martin Kelly,7
6236,Marouane Chamakh,7
43458,Stuart O'Keefe,7
21571,Wayne Hennessey,7
91762,Danny Ings,7
33386,Ashley Barnes,7
6775,Petr Cech,7
106086,Kurt Zouma,7
22152,Filipe Luis,7
32018,Andy King,7
19847,Leonardo Ulloa,7
7616,David Nugent,7
9107,Dean Hammond,7
3553,Steven Pienaar,7
15834,Kevin Mirallas,7
90983,Muhamed Besic,7
96257,Christian Atsu,7
52197,Simon Mignolet,7
109227,Javier Manquillo,7
105797,Jordon Ibe,7
29796,Fraser Forster,7
13798,Shane Long,7
137795,Tyler Blackett,7
19104,Nani,7
83357,Jordi Amat,7
13814,Nathan Dyer,7
42705,Wilfried Bony,7
28416,Jefferson Montero,7
14308,Bafétimbi Gomis,7
22319,Tim Krul,7
18436,Yoan Gouffran,7
6479,Steven Taylor,7
13450,Robert Elliot,7
109526,Mehdi Abeid,7
8786,Joe Hart,7
928,Rio Ferdinand,7
24366,Armand Traore,7
82102,Charlie Austin,7
8211,Clint Hill,7
5025,Bobby Zamora,7
5797,Allan McGregor,7
70285,James Chester,7
90918,Tom Ince,7
18673,Sone Aluko,7
23122,Asmir Begovic,7
23446,Marc Wilson,7
26013,Mame Biram Diouf,7
8327,Charlie Adam,7
75177,Marc Muniesa,7
3860,Jonathan Walters,7
28746,Brad Guzan,7
80719,Andreas Weimann,7
8058,Kieran Richardson,7
9743,Charles N'Zogbia,7
14036,Gabriel Agbonlahor,7
19610,Sébastien Pocognoli,7
25642,Youssouf Mulumbu,7
44354,Valentin Roberge,7
33833,Jack Rodwell,7
9766,Steven Fletcher,7
73399,Adrián,7
1815,Kevin Nolan,7
14524,Mauro Zárate,7
5625,Aaron Lennon,7
6363,Emmanuel Adebayor,7
13805,Adrian Mariappa,7
83297,Diafra Sakho,7
105577,Lazar Markovic,7
8773,Gareth McAuley,7
39308,Danny Welbeck,7
21723,Anderson,7
30395,Darron Gibson,7
106981,Jamie Vardy,7
10194,Hatem Ben Arfa,7
80882,Fabio Borini,7
24223,Papiss Demba Cissé,7
136776,Matt Targett,7
36399,Paulinho,7
3030,Tony Hibbert,7
244565,Paddy McNair,7
23383,Andy Carroll,7
71268,Sebastián Coates,7
255169,Ainsley Maitland-Niles,7
107491,Jak Alnwick,7
14044,Eljero Elia,7
257539,Sheyi Ojo,7
255777,Ruben Loftus-Cheek,7
2299,Matt Upson,7
262401,Darnell Furlong,7
80443,Filip Djuricic,7
31495,Dame N'Doye,7
141513,Cameron Brannagan,7
131523,Brendan Galloway,7
143990,Harry Winks,7
14111,Artur Boruc,7
14000,Marc Pugh,7
33403,Rudy Gestede,7
9795,Ikechi Anya,7
34333,Miguel Layún,7
26222,Shinji Okazaki,7
27512,Jeremain Lens,7
110154,Memphis Depay,7
101550,Kevin Wimmer,7
115279,Aleksandar Mitrovic,7
8643,John Ruddy,7
6128,Steven Whittaker,7
12490,Bradley Johnson,7
25834,Ryan Bennett,7
85470,Marco van Ginkel,7
74603,Joselu,7
76050,James McClean,7
98317,Gerard Deulofeu,7
132838,Kenedy,7
243552,Daniel Amartey,7
141451,Matthew Pennington,7
300299,Marcus Rashford,7
145385,Guillermo Varela,7
118303,Sam Byram,7
71381,Wahbi Khazri,7
22820,Dieudonne Mbokani Bezua,7
107848,Alex Pritchard,7
297544,Mason Holgate,7
33834,Alberto Paloschi,7
131999,Matt Miazga,7
312739,Timothy Fosu-Mensah,7
13361,Fernando Llorente,7
101605,Mike van der Hoorn,7
21742,Håvard Nordtveit,7
91267,Nolito,7
32224,Nsue,7
130964,Edimilson Fernandes,7
67327,Bernardo Espinosa,7
78559,Daniel Ayala,7
136457,Demetri Mitchell,7
331924,Aaron Wan-Bissaka,7
145277,Philip Billing,7
106880,Laurent Depoitre,7
135259,Steve Mounie,7
90996,Collin Quaner,7
79442,Ezequiel Schelotto,7
