id,name,style
243548,José Izquierdo,7
141312,Davide Zappacosta,7
136356,Isaac Hayden,7
77438,Cenk Tosun,7
332135,Fousseni Diabaté,7
125379,Guido Carrillo,7
83335,Danny Williams,7
92804,Elias Kachunga,7
74077,Scott Malone,7
355133,Lasse Sorensen,7
27550,Kieran Gibbs,8
11020,Joe Ledley,8
69844,Yannick Bolasie,8
8466,Damien Delaney,8
17708,Tom Heaton,8
8131,Michael Duff,8
5823,Matthew Taylor,8
73798,Thibaut Courtois,8
31856,Ritchie de Laet,8
91822,Jeffrey Schlupp,8
5582,Tim Howard,8
9314,Steven Naismith,8
105172,James Ward-Prowse,8
79554,David de Gea,8
4759,Wayne Routledge,8
78089,Jazz Richards,8
135366,Ayoze Pérez,8
94892,Massadio Haidara,8
29072,Stevan Jovetic,8
7890,Robert Green,8
76499,Steven Caulker,8
831,Richard Dunne,8
40036,Matt Phillips,8
11669,Nedum Onuoha,8
41589,David Meyler,8
18181,Phil Bardsley,8
31402,Bojan,8
4145,Robert Huth,8
11234,Philippe Senderos,8
70099,Ciaran Clark,8
14038,Craig Gardner,8
35691,Claudio Yacob,8
14061,Stéphane Sessegnon,8
1019,Wes Brown,8
73382,Connor Wickham,8
8148,James Collins,8
27188,Mohamed Diamé,8
71522,Andros Townsend,8
28191,Ramires,8
6321,Mathieu Flamini,8
13056,George Boyd,8
8236,Billy Jones,8
4564,Robin van Persie,8
34302,Nacer Chadli,8
1594,Samuel Eto'o,8
108226,Mohamed Salah,8
85059,Wilfried Zaha,8
24642,Adel Taarabt,8
76921,Vlad Chiriches,8
82923,Gastón Ramírez,8
48,Frank Lampard,8
7411,Niko Kranjcar,8
68890,Sandro,8
35237,Eduardo Vargas,8
101593,Sammy Ameobi,8
68312,Christian Benteke,8
83455,Bryan Oviedo,8
107395,Jack Butland,8
9484,Víctor Valdés,8
19683,Silvestre Varela,8
116164,Carles Gil,8
110189,Jordan Pickford,8
81026,Joshua King,8
30060,André Ayew,8
10133,Heurelho Gomes,8
27349,Sebastian Prödl,8
12462,Valon Behrami,8
25832,Troy Deeney,8
31376,Odion Ighalo,8
10254,Ben Watson,8
43712,Cuco Martina,8
243511,Jason Denayer,8
25964,Salomón Rondón,8
315545,Kevin Toner,8
114845,Abdul Rahman Baba,8
299272,Ben Chilwell,8
255961,Jonjoe Kenny,8
136454,Cameron Borthwick-Jackson,8
91909,Son Heung-Min,8
69517,Michail Antonio,8
100718,Stephen Kingsley,8
22932,Nordin Amrabat,8
90802,Jordy Clasie,8
83456,Papy Djilobodji,8
318871,Trent Alexander-Arnold,8
41868,Johann Berg Gudmundsson,8
131464,James Tarkowski,8
35328,Albert Adomah,8
23757,Álvaro Negredo,8
105720,Nick Pope,8
94936,Omar Elabdellaoui,8
30524,Kamil Grosicki,8
93160,Ryan Fraser,8
234363,Sofiane Boufal,8
279379,Gabriel Jesus,8
68393,Christian Kabasele,8
121488,Evandro,8
101664,Chris Löwe,8
136896,Florent Hadergjonaj,8
135837,Tommy Smith,8
42947,Rajiv van La Parra,8
33477,Markus Suttner,8
122926,Solly March,8
91213,Álvaro Morata,8
108176,Roque Mesa,8
299450,Renato Sanches,8
46092,Martin Dubravka,8
73078,Alexandre Lacazette,8
29809,Eric Maxim Choupo-Moting,8
317804,Richarlison,8
97635,André Carrillo,8
106486,Konstantinos Stafylidis,8
103536,Moritz Bauer,8
312670,Hamza Choudhury,8
44120,Pierre-Emerick Aubameyang,8
42686,Jack Wilshere,9
69738,Francis Coquelin,9
9156,Jason Puncheon,9
13727,Mile Jedinak,9
12414,Jason Shackell,9
94935,Ben Mee,9
5566,Dean Marney,9
70,John Terry,9
41065,Oscar,9
24248,Diego Costa,9
29463,Willian,9
104749,Riyad Mahrez,9
4574,Glen Johnson,9
97692,Raheem Sterling,9
23444,Joe Allen,9
29474,Dusan Tadic,9
92550,Jack Stephens,9
5835,Darren Fletcher,9
8166,Ashley Young,9
22738,Marouane Fellaini,9
69346,Gylfi Sigurdsson,9
2859,Fabricio Coloccini,9
32323,Daryl Janmaat,9
112009,Paul Dummett,9
29595,Moussa Sissoko,9
9446,Jesús Navas,9
14244,Pablo Zabaleta,9
23683,Danny Simpson,9
9767,Robert Snodgrass,9
93473,Robbie Brady,9
29798,Ryan Shawcross,9
79050,Ashley Westwood,9
73063,Craig Dawson,9
8507,Chris Brunt,9
78221,Patrick van Aanholt,9
14268,Lee Cattermole,9
19277,Winston Reid,9
66741,Cheikhou Kouyaté,9
5641,Stewart Downing,9
14805,Younes Kaboul,9
75830,Erik Lamela,9
4905,Michael Dawson,9
26720,Carlos Sánchez,9
6292,Per Mertesacker,9
38772,Geoff Cameron,9
19471,Bacary Sagna,9
82394,Santiago Vergini,9
33878,Mauricio Isla,9
35174,Leroy Fer,9
23110,Ángel Di María,9
9838,Esteban Cambiasso,9
10498,James Morrison,9
20339,James McArthur,9
10599,Alexandre Song,9
91879,Carl Jenkinson,9
21683,Adam Lallana,9
118244,Luke Shaw,9
29908,Federico Fazio,9
69878,Ryan Mason,9
109915,Sadio Mané,9
97426,Yun Suk-Young,9
86173,Philipp Wollscheid,9
130331,Andreas Christensen,9
68648,Matt Ritchie,9
101017,Jordan Veretout,9
21499,José Holebas,9
14259,José Manuel Jurado,9
104368,Chancel Mbemba,9
8684,Russell Martin,9
19541,Wes Hoolahan,9
23273,Jonny Howson,9
125209,Mohamed Elneny,9
69609,Jan Kirchhoff,9
121454,Ramiro Funes Mori,9
10839,Ragnar Klavan,9
136456,Lewis Cook,9
243814,Eric Bailly,9
3281,Zlatan Ibrahimovic,9
28421,Henrikh Mkhitaryan,9
134459,Sam Clucas,9
101859,Pierre-Emile Højbjerg,9
27421,Andrea Ranocchia,9
58761,M'Baye Niang,9
144711,Leroy Sané,9
149599,Didier Ndong,9
131171,Jonas Lössl,9
71824,Pascal Groß,9
135211,Tiemoué Bakayoko,9
108724,Ahmed Hegazi,9
88300,Danilo,9
273257,Oleksandr Zinchenko,9
123481,Mario Lemina,9
112698,Badou Ndiaye,9
351127,Konstantinos Mavropanos,9
32720,Gaëtan Bong,9
125476,João Mário,9
